Geographic,State,NAME,FY 2021 PPRN
489181,TX,Grayson County,"$169,960"
489183,TX,Gregg County,"$107,773"
489185,TX,Grimes County,"$72,659"
489187,TX,Guadalupe County,"$298,539"
489189,TX,Hale County,"$129,343"
489191,TX,Hall County,"$36,715"
489193,TX,Hamilton County,"$45,229"
489195,TX,Hansford County,"$18,523"
489197,TX,Hardeman County,"$48,889"
489199,TX,Hardin County,"$109,707"
489201,TX,Harris County,"$12,154,104"
489203,TX,Harrison County,"$105,715"
489205,TX,Hartley County,"$10,475"
489207,TX,Haskell County,"$39,257"
489209,TX,Hays County,"$274,293"
489211,TX,Hemphill County,"$19,161"
489213,TX,Henderson County,"$219,745"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
489215,TX,Hidalgo County,"$6,681,034"
489217,TX,Hill County,"$148,053"
489219,TX,Hockley County,"$61,500"
489221,TX,Hood County,"$126,638"
489223,TX,Hopkins County,"$122,829"
489225,TX,Houston County,"$84,522"
489227,TX,Howard County,"$102,682"
489229,TX,Hudspeth County,"$15,410"
489231,TX,Hunt County,"$265,789"
489233,TX,Hutchinson County,"$55,995"
489235,TX,Irion County,"$11,361"
489237,TX,Jack County,"$39,922"
489239,TX,Jackson County,"$53,873"
489241,TX,Jasper County,"$87,479"
489243,TX,Jeff Davis County,"$16,972"
489245,TX,Jefferson County,"$146,107"
489247,TX,Jim Hogg County,"$21,369"
489249,TX,Jim Wells County,"$148,344"
489251,TX,Johnson County,"$337,527"
489253,TX,Jones County,"$77,789"
489255,TX,Karnes County,"$62,692"
489257,TX,Kaufman County,"$252,956"
489259,TX,Kendall County,"$96,403"
489261,TX,Kenedy County,"$4,215"
489263,TX,Kent County,"$7,949"
489265,TX,Kerr County,"$139,526"
489267,TX,Kimble County,"$41,623"
489269,TX,King County,"$1,373"
489271,TX,Kinney County,"$16,713"
489273,TX,Kleberg County,"$116,450"
489275,TX,Knox County,"$28,584"
489277,TX,Lamar County,"$167,802"
489279,TX,Lamb County,"$57,460"
489281,TX,Lampasas County,"$54,526"
489283,TX,La Salle County,"$19,393"
489285,TX,Lavaca County,"$113,091"
489287,TX,Lee County,"$46,519"
489289,TX,Leon County,"$51,185"
489291,TX,Liberty County,"$213,183"
489293,TX,Limestone County,"$90,373"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
489295,TX,Lipscomb County,"$16,589"
489297,TX,Live Oak County,"$27,641"
489299,TX,Llano County,"$56,289"
489301,TX,Loving County,$219
489303,TX,Lubbock County,"$119,248"
489305,TX,Lynn County,"$26,358"
489307,TX,McCulloch County,"$53,432"
489309,TX,McLennan County,"$250,882"
489311,TX,McMullen County,"$2,078"
489313,TX,Madison County,"$41,833"
489315,TX,Marion County,"$38,032"
489317,TX,Martin County,"$12,287"
489319,TX,Mason County,"$55,446"
489321,TX,Matagorda County,"$120,061"
489323,TX,Maverick County,"$257,467"
489325,TX,Medina County,"$135,664"
489327,TX,Menard County,"$31,408"
489329,TX,Midland County,"$63,293"
489331,TX,Milam County,"$87,088"
489333,TX,Mills County,"$29,538"
489335,TX,Mitchell County,"$43,635"
489337,TX,Montague County,"$70,133"
489339,TX,Montgomery County,"$2,404,540"
489341,TX,Moore County,"$76,028"
489343,TX,Morris County,"$35,387"
489345,TX,Motley County,"$16,416"
489347,TX,Nacogdoches County,"$212,131"
489349,TX,Navarro County,"$194,314"
489351,TX,Newton County,"$29,516"
489353,TX,Nolan County,"$63,240"
489355,TX,Nueces County,"$121,982"
489357,TX,Ochiltree County,"$28,468"
489359,TX,Oldham County,"$9,000"
489361,TX,Orange County,"$146,940"
489363,TX,Palo Pinto County,"$130,576"
489365,TX,Panola County,"$62,752"
489367,TX,Parker County,"$251,072"
489369,TX,Parmer County,"$36,071"
489371,TX,Pecos County,"$32,842"
489373,TX,Polk County,"$133,426"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
489375,TX,Potter County,"$17,137"
489377,TX,Presidio County,"$73,927"
489379,TX,Rains County,"$28,947"
489381,TX,Randall County,"$90,349"
489383,TX,Reagan County,"$9,543"
489385,TX,Real County,"$17,049"
489387,TX,Red River County,"$44,150"
489389,TX,Reeves County,"$33,714"
489391,TX,Refugio County,"$32,555"
489393,TX,Roberts County,"$8,614"
489395,TX,Robertson County,"$60,907"
489397,TX,Rockwall County,"$127,129"
489399,TX,Runnels County,"$97,124"
489401,TX,Rusk County,"$166,742"
489403,TX,Sabine County,"$33,368"
489405,TX,San Augustine County,"$35,380"
489407,TX,San Jacinto County,"$73,825"
489409,TX,San Patricio County,"$196,883"
489411,TX,San Saba County,"$45,042"
489413,TX,Schleicher County,"$11,126"
489415,TX,Scurry County,"$44,992"
489417,TX,Shackelford County,"$21,566"
489419,TX,Shelby County,"$102,975"
489421,TX,Sherman County,"$16,053"
489423,TX,Smith County,"$275,615"
489425,TX,Somervell County,"$34,934"
489427,TX,Starr County,"$326,967"
489429,TX,Stephens County,"$40,681"
489431,TX,Sterling County,"$5,481"
489433,TX,Stonewall County,"$8,482"
489435,TX,Sutton County,"$9,994"
489437,TX,Swisher County,"$31,949"
489439,TX,Tarrant County,"$2,441,698"
489441,TX,Taylor County,"$57,610"
489443,TX,Terrell County,"$13,202"
489445,TX,Terry County,"$36,722"
489447,TX,Throckmorton County,"$15,658"
489449,TX,Titus County,"$118,006"
489451,TX,Tom Green County,"$31,679"
489453,TX,Travis County,"$377,515"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
489455,TX,Trinity County,"$55,371"
489457,TX,Tyler County,"$55,104"
489459,TX,Upshur County,"$106,301"
489461,TX,Upton County,"$10,210"
489463,TX,Uvalde County,"$86,749"
489465,TX,Val Verde County,"$168,431"
489467,TX,Van Zandt County,"$126,465"
489469,TX,Victoria County,"$64,091"
489471,TX,Walker County,"$187,634"
489473,TX,Waller County,"$147,761"
489475,TX,Ward County,"$26,676"
489477,TX,Washington County,"$118,055"
489479,TX,Webb County,"$100,064"
489481,TX,Wharton County,"$132,760"
489483,TX,Wheeler County,"$35,737"
489485,TX,Wichita County,"$91,817"
489487,TX,Wilbarger County,"$87,037"
489489,TX,Willacy County,"$104,292"
489491,TX,Williamson County,"$505,929"
489493,TX,Wilson County,"$108,629"
489495,TX,Winkler County,"$20,875"
489497,TX,Wise County,"$148,095"
489499,TX,Wood County,"$99,725"
489501,TX,Yoakum County,"$25,663"
489503,TX,Young County,"$70,766"
489505,TX,Zapata County,"$81,987"
489507,TX,Zavala County,"$56,470"
490174,UT,Clearfield,"$69,598"
490624,UT,Layton,"$116,922"
490642,UT,Lehi City,"$84,665"
490672,UT,Logan,"$161,587"
490888,UT,Ogden,"$328,224"
490918,UT,Orem,"$221,969"
491014,UT,Provo,"$1,093,118"
491074,UT,St George,"$206,578"
491092,UT,Salt Lake City,"$3,024,838"
491098,UT,Sandy City,"$126,234"
491152,UT,South Jordan,"$74,543"
491239,UT,Taylorsville,"$121,122"
491338,UT,West Jordan,"$182,165"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
491346,UT,West Valley,"$359,816"
499001,UT,Beaver County,"$26,433"
499003,UT,Box Elder County,"$124,660"
499005,UT,Cache County,"$140,582"
499007,UT,Carbon County,"$82,983"
499009,UT,Daggett County,"$1,215"
499011,UT,Davis County,"$294,137"
499013,UT,Duchesne County,"$48,102"
499015,UT,Emery County,"$37,555"
499017,UT,Garfield County,"$26,809"
499019,UT,Grand County,"$22,916"
499021,UT,Iron County,"$138,545"
499023,UT,Juab County,"$34,729"
499025,UT,Kane County,"$17,486"
499027,UT,Millard County,"$47,559"
499029,UT,Morgan County,"$12,591"
499031,UT,Piute County,"$9,757"
499033,UT,Rich County,"$11,949"
499035,UT,Salt Lake County,"$2,179,948"
499037,UT,San Juan County,"$63,138"
499039,UT,Sanpete County,"$107,203"
499041,UT,Sevier County,"$70,158"
499043,UT,Summit County,"$63,363"
499045,UT,Tooele County,"$93,679"
499047,UT,Uintah County,"$75,537"
499049,UT,Utah County,"$454,013"
499051,UT,Wasatch County,"$54,693"
499053,UT,Washington County,"$191,440"
499055,UT,Wayne County,"$12,107"
499057,UT,Weber County,"$246,026"
500288,VT,Burlington,"$242,589"
509001,VT,Addison County,"$119,184"
509003,VT,Bennington County,"$145,473"
509005,VT,Caledonia County,"$134,634"
509007,VT,Chittenden County,"$338,489"
509009,VT,Essex County,"$32,840"
509011,VT,Franklin County,"$162,228"
509013,VT,Grand Isle County,"$23,671"
509015,VT,Lamoille County,"$109,979"
509017,VT,Orange County,"$119,380"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
509019,VT,Orleans County,"$124,546"
509021,VT,Rutland County,"$306,130"
509023,VT,Washington County,"$238,246"
509025,VT,Windham County,"$206,934"
509027,VT,Windsor County,"$232,519"
510024,VA,Alexandria,"$361,829"
510114,VA,Blacksburg,"$169,327"
510186,VA,Bristol,"$85,673"
510264,VA,Charlottesville,"$132,917"
510288,VA,Chesapeake,"$371,844"
510312,VA,Christiansburg,"$33,530"
510384,VA,Colonial Heights,"$33,532"
510450,VA,Danville,"$278,949"
510612,VA,Fredericksburg,"$62,123"
510720,VA,Hampton,"$316,754"
510726,VA,Harrisonburg,"$169,335"
510780,VA,Hopewell,"$66,765"
510960,VA,Lynchburg,"$226,550"
511098,VA,Newport News,"$1,128,048"
511116,VA,Norfolk,"$3,887,710"
511200,VA,Petersburg,"$200,410"
511236,VA,Portsmouth,"$1,391,539"
511272,VA,Radford,"$56,814"
511308,VA,Richmond,"$3,932,233"
511320,VA,Roanoke,"$1,547,699"
511446,VA,Staunton,"$111,845"
511488,VA,Suffolk,"$152,321"
511590,VA,Virginia Beach,"$1,772,304"
511632,VA,Waynesboro City,"$61,464"
511674,VA,Winchester,"$71,994"
519001,VA,Accomack County,"$113,925"
519003,VA,Albemarle County,"$156,011"
519005,VA,Alleghany County,"$53,781"
519007,VA,Amelia County,"$33,043"
519009,VA,Amherst County,"$69,195"
519011,VA,Appomattox County,"$31,655"
519013,VA,Arlington County,"$1,216,247"
519015,VA,Augusta County,"$138,622"
519017,VA,Bath County,"$21,346"
519019,VA,Bedford County,"$110,007"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
519021,VA,Bland County,"$12,274"
519023,VA,Botetourt County,"$57,630"
519025,VA,Brunswick County,"$36,954"
519027,VA,Buchanan County,"$60,426"
519029,VA,Buckingham County,"$35,744"
519031,VA,Campbell County,"$91,817"
519033,VA,Caroline County,"$52,046"
519035,VA,Carroll County,"$57,314"
519036,VA,Charles City County,"$12,478"
519037,VA,Charlotte County,"$42,874"
519041,VA,Chesterfield County,"$464,049"
519043,VA,Clarke County,"$42,955"
519045,VA,Craig County,"$12,588"
519047,VA,Culpeper County,"$100,149"
519049,VA,Cumberland County,"$27,686"
519051,VA,Dickenson County,"$38,927"
519053,VA,Dinwiddie County,"$54,178"
519057,VA,Essex County,"$26,172"
519059,VA,Fairfax County,"$5,138,173"
519061,VA,Fauquier County,"$109,638"
519063,VA,Floyd County,"$38,773"
519065,VA,Fluvanna County,"$32,278"
519067,VA,Franklin County,"$126,422"
519069,VA,Frederick County,"$136,849"
519071,VA,Giles County,"$35,102"
519073,VA,Gloucester County,"$55,051"
519075,VA,Goochland County,"$28,414"
519077,VA,Grayson County,"$49,295"
519079,VA,Greene County,"$33,046"
519081,VA,Greensville County,"$21,959"
519083,VA,Halifax County,"$94,250"
519085,VA,Hanover County,"$116,243"
519087,VA,Henrico County,"$1,491,214"
519089,VA,Henry County,"$140,305"
519091,VA,Highland County,"$18,195"
519093,VA,Isle of Wight County,"$59,745"
519095,VA,James City County,"$101,162"
519097,VA,King and Queen County,"$21,252"
519099,VA,King George County,"$28,992"
519101,VA,King William County,"$28,598"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
519103,VA,Lancaster County,"$33,350"
519105,VA,Lee County,"$67,392"
519107,VA,Loudoun County,"$448,229"
519109,VA,Louisa County,"$69,370"
519111,VA,Lunenburg County,"$33,128"
519113,VA,Madison County,"$36,969"
519115,VA,Mathews County,"$33,262"
519117,VA,Mecklenburg County,"$71,539"
519119,VA,Middlesex County,"$26,872"
519121,VA,Montgomery County,"$58,004"
519125,VA,Nelson County,"$38,850"
519127,VA,New Kent County,"$33,469"
519131,VA,Northampton County,"$49,323"
519133,VA,Northumberland County,"$34,365"
519135,VA,Nottoway County,"$49,498"
519137,VA,Orange County,"$79,397"
519139,VA,Page County,"$80,250"
519141,VA,Patrick County,"$48,625"
519143,VA,Pittsylvania County,"$121,022"
519145,VA,Powhatan County,"$29,447"
519147,VA,Prince Edward County,"$49,023"
519149,VA,Prince George County,"$58,630"
519153,VA,Prince William County,"$2,323,340"
519155,VA,Pulaski County,"$75,063"
519157,VA,Rappahannock County,"$28,769"
519159,VA,Richmond County,"$22,062"
519161,VA,Roanoke County,"$126,833"
519163,VA,Rockbridge County,"$64,347"
519165,VA,Rockingham County,"$170,671"
519167,VA,Russell County,"$58,251"
519169,VA,Scott County,"$60,301"
519171,VA,Shenandoah County,"$126,582"
519173,VA,Smyth County,"$71,403"
519175,VA,Southampton County,"$36,246"
519177,VA,Spotsylvania County,"$205,093"
519179,VA,Stafford County,"$154,339"
519181,VA,Surry County,"$17,052"
519183,VA,Sussex County,"$19,810"
519185,VA,Tazewell County,"$100,409"
519187,VA,Warren County,"$69,389"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
519191,VA,Washington County,"$106,931"
519193,VA,Westmoreland County,"$33,697"
519195,VA,Wise County,"$92,565"
519197,VA,Wythe County,"$71,073"
519199,VA,York County,"$83,524"
519530,VA,Buena Vista city,"$21,747"
519580,VA,Covington city,"$26,710"
519595,VA,Emporia city,"$21,560"
519620,VA,Franklin city,"$17,535"
519640,VA,Galax city,"$17,080"
519678,VA,Lexington city,"$21,641"
519690,VA,Martinsville city,"$38,173"
519720,VA,Norton city,"$12,276"
519735,VA,Poquoson city,"$14,346"
519775,VA,Salem city,"$38,169"
519830,VA,Williamsburg city,"$37,044"
530036,WA,Anacortes,"$36,736"
530054,WA,Auburn,"$200,321"
530084,WA,Bellevue,"$263,799"
530090,WA,Bellingham,"$267,045"
530132,WA,Bremerton,"$144,600"
530166,WA,Burien,"$156,413"
530396,WA,East Wenatchee City,"$45,218"
530480,WA,Everett,"$287,774"
530514,WA,Federal Way,"$233,088"
530720,WA,Kennewick,"$216,234"
530726,WA,Kent City,"$361,275"
530738,WA,Kirkland City,"$123,390"
530795,WA,Lakewood,"$188,902"
530840,WA,Longview,"$105,786"
530906,WA,Marysville,"$122,107"
531020,WA,Mount Vernon,"$121,683"
531134,WA,Olympia,"$127,897"
531188,WA,Pasco,"$233,920"
531296,WA,Redmond,"$118,163"
531302,WA,Renton City,"$226,056"
531314,WA,Richland,"$96,734"
531392,WA,Seattle,"$8,264,622"
531420,WA,Shoreline,"$102,551"
531488,WA,Spokane,"$2,916,978"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
531554,WA,Tacoma,"$2,179,325"
531668,WA,Vancouver,"$414,576"
531680,WA,Walla Walla City,"$126,958"
531728,WA,Wenatchee,"$75,210"
531830,WA,Yakima,"$324,462"
539001,WA,Adams County,"$85,349"
539003,WA,Asotin County,"$57,622"
539005,WA,Benton County,"$140,192"
539007,WA,Chelan County,"$116,884"
539009,WA,Clallam County,"$185,754"
539011,WA,Clark County,"$479,522"
539013,WA,Columbia County,"$26,190"
539015,WA,Cowlitz County,"$166,356"
539017,WA,Douglas County,"$75,343"
539019,WA,Ferry County,"$24,664"
539021,WA,Franklin County,"$61,008"
539023,WA,Garfield County,"$14,401"
539025,WA,Grant County,"$279,568"
539027,WA,Grays Harbor County,"$302,912"
539029,WA,Island County,"$139,035"
539031,WA,Jefferson County,"$74,256"
539033,WA,King County,"$2,923,564"
539035,WA,Kitsap County,"$345,594"
539037,WA,Kittitas County,"$144,097"
539039,WA,Klickitat County,"$60,283"
539041,WA,Lewis County,"$263,121"
539043,WA,Lincoln County,"$47,498"
539045,WA,Mason County,"$159,366"
539047,WA,Okanogan County,"$140,541"
539049,WA,Pacific County,"$95,905"
539051,WA,Pend Oreille County,"$44,251"
539053,WA,Pierce County,"$2,738,130"
539055,WA,San Juan County,"$37,835"
539057,WA,Skagit County,"$209,428"
539059,WA,Skamania County,"$24,849"
539061,WA,Snohomish County,"$2,681,684"
539063,WA,Spokane County,"$523,135"
539065,WA,Stevens County,"$110,814"
539067,WA,Thurston County,"$386,765"
539069,WA,Wahkiakum County,"$14,010"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
539071,WA,Walla Walla County,"$69,248"
539073,WA,Whatcom County,"$282,801"
539075,WA,Whitman County,"$177,577"
539077,WA,Yakima County,"$532,204"
540090,WV,Beckley City,"$106,289"
540264,WV,Charleston,"$1,307,382"
540666,WV,Huntington,"$1,550,552"
540846,WV,Martinsburg,"$113,474"
540930,WV,Morgantown,"$135,414"
541038,WV,Parkersburg,"$285,413"
541368,WV,Vienna City,"$34,216"
541392,WV,Weirton,"$134,611"
541446,WV,Wheeling,"$375,263"
549001,WV,Barbour County,"$60,838"
549003,WV,Berkeley County,"$231,226"
549005,WV,Boone County,"$76,856"
549007,WV,Braxton County,"$43,945"
549009,WV,Brooke County,"$53,617"
549011,WV,Cabell County,"$115,422"
549013,WV,Calhoun County,"$21,298"
549015,WV,Clay County,"$28,080"
549017,WV,Doddridge County,"$27,742"
549019,WV,Fayette County,"$146,751"
549021,WV,Gilmer County,"$23,073"
549023,WV,Grant County,"$33,603"
549025,WV,Greenbrier County,"$112,142"
549027,WV,Hampshire County,"$68,398"
549029,WV,Hancock County,"$36,807"
549031,WV,Hardy County,"$35,949"
549033,WV,Harrison County,"$226,178"
549035,WV,Jackson County,"$66,038"
549037,WV,Jefferson County,"$116,545"
549039,WV,Kanawha County,"$318,860"
549041,WV,Lewis County,"$54,654"
549043,WV,Lincoln County,"$67,651"
549045,WV,Logan County,"$99,234"
549047,WV,McDowell County,"$91,818"
549049,WV,Marion County,"$211,764"
549051,WV,Marshall County,"$113,047"
549053,WV,Mason County,"$76,691"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
549055,WV,Mercer County,"$177,426"
549057,WV,Mineral County,"$68,928"
549059,WV,Mingo County,"$80,577"
549061,WV,Monongalia County,"$236,843"
549063,WV,Monroe County,"$39,731"
549065,WV,Morgan County,"$41,602"
549067,WV,Nicholas County,"$75,363"
549069,WV,Ohio County,"$34,497"
549071,WV,Pendleton County,"$29,149"
549073,WV,Pleasants County,"$19,732"
549075,WV,Pocahontas County,"$31,785"
549077,WV,Preston County,"$99,477"
549079,WV,Putnam County,"$99,034"
549081,WV,Raleigh County,"$143,691"
549083,WV,Randolph County,"$81,820"
549085,WV,Ritchie County,"$40,974"
549087,WV,Roane County,"$46,578"
549089,WV,Summers County,"$47,260"
549091,WV,Taylor County,"$52,638"
549093,WV,Tucker County,"$30,680"
549095,WV,Tyler County,"$35,239"
549097,WV,Upshur County,"$65,364"
549099,WV,Wayne County,"$102,239"
549101,WV,Webster County,"$28,420"
549103,WV,Wetzel County,"$58,860"
549105,WV,Wirt County,"$19,505"
549107,WV,Wood County,"$95,421"
549109,WV,Wyoming County,"$74,692"
550216,WI,Appleton,"$187,633"
550568,WI,Beloit,"$207,047"
551920,WI,Eau Claire,"$170,573"
552264,WI,Fond Du Lac,"$180,759"
552664,WI,Green Bay,"$320,815"
553224,WI,Janesville,"$154,318"
553316,WI,Kenosha,"$353,392"
553428,WI,La Crosse,"$279,621"
553944,WI,Madison,"$1,701,074"
554340,WI,Milwaukee,"$14,029,786"
554588,WI,Neenah,"$69,141"
554960,WI,Oshkosh,"$266,566"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
555424,WI,Racine,"$1,624,515"
556000,WI,Sheboygan,"$290,918"
556492,WI,Superior,"$225,025"
556948,WI,Waukesha,"$133,030"
556980,WI,Wausau,"$200,215"
557008,WI,Wauwatosa,"$320,178"
557056,WI,West Allis,"$410,551"
559001,WI,Adams County,"$58,324"
559003,WI,Ashland County,"$66,673"
559005,WI,Barron County,"$141,872"
559007,WI,Bayfield County,"$52,590"
559009,WI,Brown County,"$368,872"
559011,WI,Buffalo County,"$50,556"
559013,WI,Burnett County,"$56,185"
559015,WI,Calumet County,"$84,681"
559017,WI,Chippewa County,"$174,661"
559019,WI,Clark County,"$142,549"
559021,WI,Columbia County,"$169,196"
559023,WI,Crawford County,"$59,689"
559025,WI,Dane County,"$393,723"
559027,WI,Dodge County,"$274,846"
559029,WI,Door County,"$100,616"
559031,WI,Douglas County,"$47,281"
559033,WI,Dunn County,"$134,788"
559035,WI,Eau Claire County,"$91,489"
559037,WI,Florence County,"$15,184"
559039,WI,Fond du Lac County,"$150,749"
559041,WI,Forest County,"$38,911"
559043,WI,Grant County,"$179,687"
559045,WI,Green County,"$114,357"
559047,WI,Green Lake County,"$66,731"
559049,WI,Iowa County,"$76,347"
559051,WI,Iron County,"$26,519"
559053,WI,Jackson County,"$70,893"
559055,WI,Jefferson County,"$246,484"
559057,WI,Juneau County,"$92,450"
559059,WI,Kenosha County,"$152,626"
559061,WI,Kewaunee County,"$65,664"
559063,WI,La Crosse County,"$155,665"
559065,WI,Lafayette County,"$62,567"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
559067,WI,Langlade County,"$81,098"
559069,WI,Lincoln County,"$86,880"
559071,WI,Manitowoc County,"$284,950"
559073,WI,Marathon County,"$240,214"
559075,WI,Marinette County,"$141,480"
559077,WI,Marquette County,"$48,913"
559078,WI,Menominee County,"$39,170"
559079,WI,Milwaukee County,"$534,612"
559081,WI,Monroe County,"$142,543"
559083,WI,Oconto County,"$102,714"
559085,WI,Oneida County,"$86,446"
559087,WI,Outagamie County,"$276,052"
559089,WI,Ozaukee County,"$162,713"
559091,WI,Pepin County,"$25,221"
559093,WI,Pierce County,"$110,579"
559095,WI,Polk County,"$119,035"
559097,WI,Portage County,"$216,520"
559099,WI,Price County,"$54,204"
559101,WI,Racine County,"$229,419"
559103,WI,Richland County,"$72,187"
559105,WI,Rock County,"$164,719"
559107,WI,Rusk County,"$56,355"
559109,WI,St. Croix County,"$174,261"
559111,WI,Sauk County,"$200,177"
559113,WI,Sawyer County,"$74,940"
559115,WI,Shawano County,"$132,217"
559117,WI,Sheboygan County,"$164,779"
559119,WI,Taylor County,"$66,372"
559121,WI,Trempealeau County,"$87,550"
559123,WI,Vernon County,"$133,147"
559125,WI,Vilas County,"$80,417"
559127,WI,Walworth County,"$328,566"
559129,WI,Washburn County,"$51,574"
559131,WI,Washington County,"$238,113"
559133,WI,Waukesha County,"$330,988"
559135,WI,Waupaca County,"$160,474"
559137,WI,Waushara County,"$75,183"
559139,WI,Winnebago County,"$179,427"
559141,WI,Wood County,"$203,459"
560060,WY,Cheyenne,"$149,177"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
569001,WY,Albany County,"$110,877"
569003,WY,Big Horn County,"$32,900"
569005,WY,Campbell County,"$86,996"
569007,WY,Carbon County,"$44,861"
569009,WY,Converse County,"$28,509"
569011,WY,Crook County,"$11,232"
569013,WY,Fremont County,"$96,892"
569015,WY,Goshen County,"$32,111"
569017,WY,Hot Springs County,"$13,895"
569019,WY,Johnson County,"$21,976"
569021,WY,Laramie County,"$54,604"
569023,WY,Lincoln County,"$35,582"
569025,WY,Natrona County,"$141,886"
569027,WY,Niobrara County,"$13,667"
569029,WY,Park County,"$43,980"
569031,WY,Platte County,"$25,877"
569033,WY,Sheridan County,"$70,697"
569035,WY,Sublette County,"$15,765"
569037,WY,Sweetwater County,"$88,390"
569039,WY,Teton County,"$47,032"
569041,WY,Uinta County,"$47,808"
569043,WY,Washakie County,"$16,104"
569045,WY,Weston County,"$18,119"
729001,PR,"Adjuntas Municipio, Puerto Rico","$154,287"
729003,PR,"Aguada Municipio, Puerto Rico","$214,254"
729005,PR,Aguadilla Municipio,"$772,758"
729007,PR,"Aguas Buenas Municipio, Puerto Rico","$124,066"
729009,PR,"Aibonito Municipio, Puerto Rico","$159,706"
729011,PR,"Añasco Municipio, Puerto Rico","$133,180"
729013,PR,Arecibo Municipio,"$1,176,386"
729015,PR,"Arroyo Municipio, Puerto Rico","$120,656"
729017,PR,"Barceloneta Municipio, Puerto Rico","$124,820"
729019,PR,"Barranquitas Municipio, Puerto Rico","$202,613"
729021,PR,Bayamon Municipio,"$1,919,753"
729023,PR,Cabo Rojo Municipio,"$278,451"
729025,PR,Caguas Municipio,"$1,520,124"
729027,PR,"Camuy Municipio, Puerto Rico","$158,433"
729029,PR,Canovanas Municipio,"$234,650"
729031,PR,Carolina Municipio,"$1,511,130"
729033,PR,"Cataño Municipio, Puerto Rico","$152,253"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
729035,PR,Cayey Municipio,"$208,092"
729037,PR,"Ceiba Municipio, Puerto Rico","$71,395"
729039,PR,"Ciales Municipio, Puerto Rico","$96,201"
729041,PR,Cidra Municipio,"$189,588"
729043,PR,"Coamo Municipio, Puerto Rico","$285,696"
729045,PR,"Comerío Municipio, Puerto Rico","$110,645"
729047,PR,"Corozal Municipio, Puerto Rico","$213,894"
729049,PR,"Culebra Municipio, Puerto Rico","$9,687"
729051,PR,"Dorado Municipio, Puerto Rico","$189,344"
729053,PR,Fajardo Municipio,"$168,368"
729054,PR,"Florida Municipio, Puerto Rico","$70,325"
729055,PR,"Guánica Municipio, Puerto Rico","$117,078"
729057,PR,Guayama Municipio,"$223,572"
729059,PR,"Guayanilla Municipio, Puerto Rico","$153,438"
729061,PR,Guaynabo Municipio,"$774,395"
729063,PR,"Gurabo Municipio, Puerto Rico","$208,280"
729065,PR,"Hatillo Municipio, Puerto Rico","$191,418"
729067,PR,"Hormigueros Municipio, Puerto Rico","$99,575"
729069,PR,Humacao Municipio,"$750,210"
729071,PR,Isabela Municipio,"$233,780"
729073,PR,"Jayuya Municipio, Puerto Rico","$85,631"
729075,PR,Juana Diaz Municipio,"$633,525"
729077,PR,"Juncos Municipio, Puerto Rico","$239,528"
729079,PR,"Lajas Municipio, Puerto Rico","$151,970"
729081,PR,"Lares Municipio, Puerto Rico","$238,478"
729083,PR,"Las Marías Municipio, Puerto Rico","$63,389"
729085,PR,"Las Piedras Municipio, Puerto Rico","$202,106"
729087,PR,"Loíza Municipio, Puerto Rico","$175,151"
729089,PR,"Luquillo Municipio, Puerto Rico","$119,849"
729091,PR,Manati Municipio,"$230,764"
729093,PR,"Maricao Municipio, Puerto Rico","$82,345"
729095,PR,"Maunabo Municipio, Puerto Rico","$84,760"
729097,PR,Mayaguez Municipio,"$1,226,290"
729099,PR,"Moca Municipio, Puerto Rico","$199,247"
729101,PR,"Morovis Municipio, Puerto Rico","$150,132"
729103,PR,"Naguabo Municipio, Puerto Rico","$147,336"
729105,PR,"Naranjito Municipio, Puerto Rico","$144,777"
729107,PR,"Orocovis Municipio, Puerto Rico","$112,883"
729109,PR,"Patillas Municipio, Puerto Rico","$117,935"
729111,PR,"Peñuelas Municipio, Puerto Rico","$167,194"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
729113,PR,Ponce Municipio,"$2,140,626"
729115,PR,"Quebradillas Municipio, Puerto Rico","$128,078"
729117,PR,"Rincón Municipio, Puerto Rico","$64,991"
729119,PR,Rio Grande Municipio,"$223,708"
729121,PR,"Sabana Grande Municipio, Puerto Rico","$140,724"
729123,PR,"Salinas Municipio, Puerto Rico","$268,919"
729125,PR,San German Municipio,"$179,045"
729127,PR,San Juan Municipio,"$6,357,674"
729129,PR,"San Lorenzo Municipio, Puerto Rico","$245,036"
729131,PR,San Sebastian Municipio,"$210,589"
729133,PR,"Santa Isabel Municipio, Puerto Rico","$126,088"
729135,PR,Toa Alta Municipio,"$263,187"
729137,PR,Toa Baja Municipio,"$914,781"
729139,PR,Trujillo Alto Municipio,"$264,464"
